,history,ys
1482_2015-05-01_0_1,18,11.104530027272165
1482_2015-05-01_0_2,16,8.035258471603521
1482_2015-05-01_0_3,14,5.156952059197326
1482_2015-05-01_0_4,18,7.626133394684204
1482_2015-05-01_0_5,20,8.742061178906004
1482_2015-05-01_0_6,31,14.599727752442423
1482_2015-05-01_1_1,16,11.689682101273545
1482_2015-05-01_1_2,14,7.731126134351142
1482_2015-05-01_1_3,18,9.836480965547942
1482_2015-05-01_1_4,20,10.826157028739548
1482_2015-05-01_1_5,31,16.636395572253903
1482_2015-05-01_1_6,31,18.408064331182487
1482_2015-05-01_2_1,14,9.88035701938147
1482_2015-05-01_2_2,18,11.266196383283408
1482_2015-05-01_2_3,20,12.014308564182977
1482_2015-05-01_2_4,31,17.741469227831715
1482_2015-05-01_2_5,31,19.482634702618
1482_2015-05-01_2_6,25,17.877946300928432
1482_2015-05-01_3_1,18,13.229256452246567
1482_2015-05-01_3_2,20,13.259838462163193
1482_2015-05-01_3_3,31,18.74657992642986
1482_2015-05-01_3_4,31,20.40552797794622
1482_2015-05-01_3_5,25,18.771097001090467
1482_2015-05-01_3_6,17,10.87467372746462
1482_2015-05-01_4_1,20,15.45528235456428
1482_2015-05-01_4_2,31,20.085569673664594
1482_2015-05-01_4_3,31,21.457933983550387
1482_2015-05-01_4_4,25,19.725873981225625
1482_2015-05-01_4_5,17,11.794492676625655
1482_2015-05-01_4_6,9,6.5491017398419284
1482_2015-05-01_5_1,31,22.12037325020458
1482_2015-05-01_5_2,31,22.658296758755718
1482_2015-05-01_5_3,25,20.647283437659667
1482_2015-05-01_5_4,17,12.621131349275
1482_2015-05-01_5_5,9,7.342054669598236
1482_2015-05-01_5_6,12,6.626207931422282
1482_2015-05-01_6_1,31,26.547331748887437
1482_2015-05-01_6_2,25,22.8775466506062
1482_2015-05-01_6_3,17,14.297251768427014
1482_2015-05-01_6_4,9,8.830288496285267
1482_2015-05-01_6_5,12,8.048021105627356
1482_2015-05-01_6_6,6,7.3567520669965605
1482_2015-05-01_7_1,25,24.792988228639242
1482_2015-05-01_7_2,17,15.369518862346917
1482_2015-05-01_7_3,9,9.621023968270924
1482_2015-05-01_7_4,12,8.743444148718543
1482_2015-05-01_7_5,6,8.018618917310203
1482_2015-05-01_7_6,10,9.887198935301225
1482_2015-05-01_8_1,17,15.457260946102286
1482_2015-05-01_8_2,9,9.669135498742552
1482_2015-05-01_8_3,12,8.778328464229514
1482_2015-05-01_8_4,6,8.049030280407798
1482_2015-05-01_8_5,10,9.916040468409278
1482_2015-05-01_8_6,38,10.059772502689547
1482_2015-05-01_9_1,9,10.314996999833898
1482_2015-05-01_9_2,12,9.12620902168136
1482_2015-05-01_9_3,6,8.297485993635963
1482_2015-05-01_9_4,10,10.130903952634839
1482_2015-05-01_9_5,38,10.262874970512875
1482_2015-05-01_9_6,17,7.871106399606225
1482_2015-05-01_10_1,12,8.581381913480518
1482_2015-05-01_10_2,6,8.00852174997717
1482_2015-05-01_10_3,10,9.927291315547027
1482_2015-05-01_10_4,38,10.088080104024188
1482_2015-05-01_10_5,17,7.706382100655302
1482_2015-05-01_10_6,5,5.7624732980895415
1482_2015-05-01_11_1,6,9.412501762002108
1482_2015-05-01_11_2,10,10.662017429359231
1482_2015-05-01_11_3,38,10.59959480513254
1482_2015-05-01_11_4,17,8.142572105981229
1482_2015-05-01_11_5,5,6.172378139051935
1482_2015-05-01_11_6,7,8.132897994382464
1482_2015-05-01_12_1,10,9.271030274694294
1482_2015-05-01_12_2,38,9.880113799786988
1482_2015-05-01_12_3,17,7.6470223706885445
1482_2015-05-01_12_4,5,5.752365968995508
1482_2015-05-01_12_5,7,7.7392179180230825
1482_2015-05-01_12_6,5,8.117234212578865
1482_2015-05-01_13_1,38,10.175346692057195
1482_2015-05-01_13_2,17,7.798181951499435
1482_2015-05-01_13_3,5,5.855485591277728
1482_2015-05-01_13_4,7,7.826137072325312
1482_2015-05-01_13_5,5,8.198509393779513
1482_2015-05-01_13_6,22,7.992098630925164
1482_2015-05-01_14_1,17,19.004866210178754
1482_2015-05-01_14_2,5,11.542368952033712
1482_2015-05-01_14_3,7,11.67262673762123
1482_2015-05-01_14_4,5,11.424460872497356
1482_2015-05-01_14_5,22,11.001851480243818
1482_2015-05-01_14_6,10,10.85263630695815
1482_2015-05-01_15_1,5,10.738751569786771
1482_2015-05-01_15_2,7,11.268007210128353
1482_2015-05-01_15_3,5,11.152869177563282
1482_2015-05-01_15_4,22,10.775116220808705
1482_2015-05-01_15_5,10,10.641553089151735
1482_2015-05-01_15_6,8,12.216654665164196
1482_2015-05-01_16_1,7,8.97729157268763
1482_2015-05-01_16_2,5,10.007419205754612
1482_2015-05-01_16_3,22,10.011514373337565
1482_2015-05-01_16_4,10,10.006776650946222
1482_2015-05-01_16_5,8,11.627067372890073
1482_2015-05-01_16_6,9,14.919271582125525
1482_2015-05-01_17_1,5,9.22101686816671
1482_2015-05-01_17_2,22,9.620670878217954
1482_2015-05-01_17_3,10,9.74784127296844
1482_2015-05-01_17_4,8,11.412712118235053
1482_2015-05-01_17_5,9,14.720795634236637
1482_2015-05-01_17_6,18,19.782979860076736
1482_2015-05-01_18_1,22,7.94725437515086
1482_2015-05-01_18_2,10,8.920669361339563
1482_2015-05-01_18_3,8,10.867897748856297
1482_2015-05-01_18_4,9,14.271894827461114
1482_2015-05-01_18_5,18,19.369712941895177
1482_2015-05-01_18_6,30,24.36177042088778
1482_2015-05-01_19_1,10,14.476059181217078
1482_2015-05-01_19_2,8,13.600192582523494
1482_2015-05-01_19_3,9,16.060705191151225
1482_2015-05-01_19_4,18,20.8334019288786
1482_2015-05-01_19_5,30,25.690849990097774
1482_2015-05-01_19_6,31,30.815172659137
1482_2015-05-01_20_1,8,11.83531444009075
1482_2015-05-01_20_2,9,15.197033155183195
1482_2015-05-01_20_3,18,20.272317272092856
1482_2015-05-01_20_4,30,25.23825114380432
1482_2015-05-01_20_5,31,30.39762894268274
1482_2015-05-01_20_6,28,27.39875090142538
1482_2015-05-01_21_1,9,13.688783077233486
1482_2015-05-01_21_2,18,19.53876077572236
1482_2015-05-01_21_3,30,24.768325140600577
1482_2015-05-01_21_4,31,30.014248459092357
1482_2015-05-01_21_5,28,27.04545156848223
1482_2015-05-01_21_6,31,23.669491288676163
1482_2015-05-01_22_1,18,17.70113304872389
1482_2015-05-01_22_2,30,23.884352597921403
1482_2015-05-01_22_3,31,29.444764098110554
1482_2015-05-01_22_4,28,26.581942241441823
1482_2015-05-01_22_5,31,23.242816906525565
1482_2015-05-01_22_6,25,22.99928381849693
1482_2015-05-01_23_1,30,24.000667581059076
1482_2015-05-01_23_2,31,29.50080715361883
1482_2015-05-01_23_3,28,26.61789308798005
1482_2015-05-01_23_4,31,23.27199697014574
1482_2015-05-01_23_5,25,23.026110287536234
1482_2015-05-01_23_6,12,13.675422395327638
1482_2015-05-02_0_1,31,31.836197472053033
1482_2015-05-02_0_2,28,27.736331804548676
1482_2015-05-02_0_3,31,23.98474164067728
1482_2015-05-02_0_4,25,23.60212973190058
1482_2015-05-02_0_5,12,14.203902306418279
1482_2015-05-02_0_6,19,20.182469148213883
1482_2015-05-02_1_1,28,27.410802660612376
1482_2015-05-02_1_2,31,23.82882719557468
1482_2015-05-02_1_3,25,23.50275952782251
1482_2015-05-02_1_4,12,14.1235883370905
1482_2015-05-02_1_5,19,20.108780998602796
1482_2015-05-02_1_6,30,21.252718831771894
1482_2015-05-02_2_1,31,24.058044417470526
1482_2015-05-02_2_2,25,23.612411448919453
1482_2015-05-02_2_3,12,14.193380342139442
1482_2015-05-02_2_4,19,20.16513904484899
1482_2015-05-02_2_5,30,21.304405330347024
1482_2015-05-02_2_6,22,21.485124884844687
1482_2015-05-02_3_1,25,26.311419588971948
1482_2015-05-02_3_2,12,15.48311099836322
1482_2015-05-02_3_3,19,20.985046522649302
1482_2015-05-02_3_4,30,21.96596134311705
1482_2015-05-02_3_5,22,22.091608227788146
1482_2015-05-02_3_6,25,22.784421005108875
1482_2015-05-02_4_1,12,14.9735140724684
1482_2015-05-02_4_2,19,20.741773105107775
1482_2015-05-02_4_3,30,21.811475957170718
1482_2015-05-02_4_4,22,21.967049824315215
1482_2015-05-02_4_5,25,22.670272261659974
1482_2015-05-02_4_6,25,20.24400714278633
1482_2015-05-02_5_1,19,19.586880387645277
1482_2015-05-02_5_2,30,21.260637362607902
1482_2015-05-02_5_3,22,21.617596635952378
1482_2015-05-02_5_4,25,22.38870159612646
1482_2015-05-02_5_5,25,19.986051744110114
1482_2015-05-02_5_6,18,15.723219917796545
1482_2015-05-02_6_1,30,21.032798000955346
1482_2015-05-02_6_2,22,21.509013232813796
1482_2015-05-02_6_3,25,22.31987757303404
