,history,ys
1284_2015-05-01_0_1,11,-11.972586455986772
1284_2015-05-01_0_2,5,-27.535894957422776
1284_2015-05-01_0_3,4,-37.00110780436249
1284_2015-05-01_0_4,7,-39.237132252938785
1284_2015-05-01_0_5,16,-31.419843359186196
1284_2015-05-01_0_6,55,-5.489460833510698
1284_2015-05-01_1_1,5,-13.572520681736947
1284_2015-05-01_1_2,4,-25.621265209727326
1284_2015-05-01_1_3,7,-29.643940985627992
1284_2015-05-01_1_4,16,-23.063805271572313
1284_2015-05-01_1_5,55,2.0083991282769773
1284_2015-05-01_1_6,130,50.22514813155874
1284_2015-05-01_2_1,4,-14.67281094559327
1284_2015-05-01_2_2,7,-20.903170570549477
1284_2015-05-01_2_3,16,-15.849214672994663
1284_2015-05-01_2_4,55,8.166644713356852
1284_2015-05-01_2_5,130,55.650953013765836
1284_2015-05-01_2_6,158,77.3937705669006
1284_2015-05-01_3_1,7,-10.022938548849297
1284_2015-05-01_3_2,16,-7.248731786801102
1284_2015-05-01_3_3,55,15.191302799759164
1284_2015-05-01_3_4,130,61.58501774814311
1284_2015-05-01_3_5,158,82.57168313167645
1284_2015-05-01_3_6,113,74.0472743875599
1284_2015-05-01_4_1,16,2.5905423826272767
1284_2015-05-01_4_2,55,22.91223651334537
1284_2015-05-01_4_3,130,67.84174961435801
1284_2015-05-01_4_4,158,87.81507231190025
1284_2015-05-01_4_5,113,78.5879992978558
1284_2015-05-01_4_6,114,67.36433846378971
1284_2015-05-01_5_1,55,30.610834951022547
1284_2015-05-01_5_2,130,73.84512844445767
1284_2015-05-01_5_3,158,92.64669352894957
1284_2015-05-01_5_4,113,82.60860344799597
1284_2015-05-01_5_5,114,70.8224349852264
1284_2015-05-01_5_6,122,74.73744846564692
1284_2015-05-01_6_1,130,87.76477790804994
1284_2015-05-01_6_2,158,103.44078443301218
1284_2015-05-01_6_3,113,91.24212454435754
1284_2015-05-01_6_4,114,77.96028302193581
1284_2015-05-01_6_5,122,80.83749527580115
1284_2015-05-01_6_6,142,98.8733852192757
1284_2015-05-01_7_1,158,127.41892847788897
1284_2015-05-01_7_2,113,109.74250006648069
1284_2015-05-01_7_3,114,92.67363307677968
1284_2015-05-01_7_4,122,92.92850196514057
1284_2015-05-01_7_5,142,109.14370208768086
1284_2015-05-01_7_6,137,112.79559787999415
1284_2015-05-01_8_1,113,127.0219759965507
1284_2015-05-01_8_2,114,105.94435472410784
1284_2015-05-01_8_3,122,103.42725558527388
1284_2015-05-01_8_4,142,117.72218955772867
1284_2015-05-01_8_5,137,120.03966394447733
1284_2015-05-01_8_6,155,135.51101645774048
1284_2015-05-01_9_1,114,98.05554754355607
1284_2015-05-01_9_2,122,97.39428840599369
1284_2015-05-01_9_3,142,112.97285959837758
1284_2015-05-01_9_4,137,116.18009747732205
1284_2015-05-01_9_5,155,132.27052919656694
1284_2015-05-01_9_6,140,128.9068474334869
1284_2015-05-01_10_1,122,106.32914903257476
1284_2015-05-01_10_2,142,119.77878177387262
1284_2015-05-01_10_3,137,121.51289562987799
1284_2015-05-01_10_4,155,136.58136539149055
1284_2015-05-01_10_5,140,132.50539337600964
1284_2015-05-01_10_6,140,113.14063604406897
1284_2015-05-01_11_1,142,128.52792699166997
1284_2015-05-01_11_2,137,128.1523960342428
1284_2015-05-01_11_3,155,141.76026940000216
1284_2015-05-01_11_4,140,136.66984407555645
1284_2015-05-01_11_5,140,116.59633267470596
1284_2015-05-01_11_6,172,136.09967126184677
1284_2015-05-01_12_1,137,135.64768030455207
1284_2015-05-01_12_2,155,147.42766500659275
1284_2015-05-01_12_3,140,141.0707157863194
1284_2015-05-01_12_4,140,120.11611008620915
1284_2015-05-01_12_5,172,139.0018118474087
1284_2015-05-01_12_6,144,111.62808349844589
1284_2015-05-01_13_1,155,148.17749595666686
1284_2015-05-01_13_2,140,141.63564838437694
1284_2015-05-01_13_3,140,120.55278621280075
1284_2015-05-01_13_4,172,139.34905834785792
1284_2015-05-01_13_5,144,111.9123483836552
1284_2015-05-01_13_6,156,104.23869877484859
1284_2015-05-01_14_1,140,145.40584920885476
1284_2015-05-01_14_2,140,123.38282248879676
1284_2015-05-01_14_3,172,141.52590934200856
1284_2015-05-01_14_4,144,113.63227283262854
1284_2015-05-01_14_5,156,105.63471403035854
1284_2015-05-01_14_6,131,82.57420551354646
1284_2015-05-01_15_1,140,120.40587874848731
1284_2015-05-01_15_2,172,139.30019333299504
1284_2015-05-01_15_3,144,111.92966848568003
1284_2015-05-01_15_4,156,104.29975276821463
1284_2015-05-01_15_5,131,81.50229784410519
1284_2015-05-01_15_6,100,77.8152655887479
1284_2015-05-01_16_1,172,150.04962805229414
