,history,ys
1439_2015-05-01_0_1,4,3.769908428033749
1439_2015-05-01_0_2,5,2.991551015285119
1439_2015-05-01_0_3,5,1.325942787830738
1439_2015-05-01_0_4,2,2.195679572595529
1439_2015-05-01_0_5,12,2.2976260381688975
1439_2015-05-01_0_6,9,7.70236278649138
1439_2015-05-01_1_1,5,3.113220989514208
1439_2015-05-01_1_2,5,1.4185807283443133
1439_2015-05-01_1_3,2,2.280431323521694
1439_2015-05-01_1_4,12,2.380125027014047
1439_2015-05-01_1_5,9,7.784110918352759
1439_2015-05-01_1_6,21,15.363786911014117
1439_2015-05-01_2_1,5,2.316960475976794
1439_2015-05-01_2_2,2,2.914527768888606
1439_2015-05-01_2_3,12,2.942806494045637
1439_2015-05-01_2_4,9,8.32675521273163
1439_2015-05-01_2_5,21,15.900087761572822
1439_2015-05-01_2_6,16,10.552849297315952
1439_2015-05-01_3_1,2,4.100595947509573
1439_2015-05-01_3_2,12,3.7289138531524633
1439_2015-05-01_3_3,9,9.005087319858681
1439_2015-05-01_3_4,21,16.54847610811218
1439_2015-05-01_3_5,16,11.192035086918086
1439_2015-05-01_3_6,5,4.162517015736132
1439_2015-05-01_4_1,12,2.850082059879798
1439_2015-05-01_4_2,9,8.452534719374574
1439_2015-05-01_4_3,21,16.083694538341607
1439_2015-05-01_4_4,16,10.751493131166843
1439_2015-05-01_4_5,5,3.7292859257443864
1439_2015-05-01_4_6,6,1.0917020291127493
1439_2015-05-01_5_1,9,12.122416799902348
1439_2015-05-01_5_2,21,18.290544769965535
1439_2015-05-01_5_3,16,12.565216382448039
1439_2015-05-01_5_4,5,5.434867705181816
1439_2015-05-01_5_5,6,2.7650752952459356
1439_2015-05-01_5_6,2,2.545841760423376
1439_2015-05-01_6_1,21,17.07901896574982
1439_2015-05-01_6_2,16,11.863745111301427
1439_2015-05-01_6_3,5,4.870347862937335
1439_2015-05-01_6_4,6,2.2381264329894908
1439_2015-05-01_6_5,2,2.0299857172414777
1439_2015-05-01_6_6,3,3.3222610316553154
1439_2015-05-01_7_1,16,13.345296754498932
1439_2015-05-01_7_2,5,5.700861731769857
1439_2015-05-01_7_3,6,2.8939270579937038
1439_2015-05-01_7_4,2,2.6379465951293772
1439_2015-05-01_7_5,3,3.916184153649993
1439_2015-05-01_7_6,6,5.222544060860114
1439_2015-05-01_8_1,5,6.682559141529419
1439_2015-05-01_8_2,6,3.4291764918650927
1439_2015-05-01_8_3,2,3.0534317888517624
1439_2015-05-01_8_4,3,4.298919739312662
1439_2015-05-01_8_5,6,5.595712079638334
1439_2015-05-01_8_6,10,6.683710773267884
1439_2015-05-01_9_1,6,2.817907554752071
1439_2015-05-01_9_2,2,2.7280198623872254
1439_2015-05-01_9_3,3,4.050171386904159
1439_2015-05-01_9_4,6,5.367907404353524
1439_2015-05-01_9_5,10,6.4620054639577145
1439_2015-05-01_9_6,6,4.906588176698979
1439_2015-05-01_10_1,2,3.8671587716825035
1439_2015-05-01_10_2,3,4.64420820913708
1439_2015-05-01_10_3,6,5.815781609030616
1439_2015-05-01_10_4,10,6.869976408238378
1439_2015-05-01_10_5,6,5.302963819856404
1439_2015-05-01_10_6,6,6.390983289197983
1439_2015-05-01_11_1,3,3.983996435403078
1439_2015-05-01_11_2,6,5.477596722518131
1439_2015-05-01_11_3,10,6.618128018689448
1439_2015-05-01_11_4,6,5.074674976756042
1439_2015-05-01_11_5,6,6.169530281754431
1439_2015-05-01_11_6,11,11.27385690098115
1439_2015-05-01_12_1,6,5.133270957039407
1439_2015-05-01_12_2,10,6.444469510977066
1439_2015-05-01_12_3,6,4.9467690685668755
1439_2015-05-01_12_4,6,6.054105677529486
1439_2015-05-01_12_5,11,11.162050462945443
1439_2015-05-01_12_6,11,9.568140899327929
1439_2015-05-01_13_1,10,6.745087594493691
1439_2015-05-01_13_2,6,5.096348107831684
1439_2015-05-01_13_3,6,6.163196063992368
1439_2015-05-01_13_4,11,11.260097303188747
1439_2015-05-01_13_5,11,9.662987402031975
1439_2015-05-01_13_6,10,7.612922901490956
1439_2015-05-01_14_1,6,6.2167870548442075
1439_2015-05-01_14_2,6,6.714158855496702
1439_2015-05-01_14_3,11,11.658405048673838
1439_2015-05-01_14_4,11,10.019658138471272
1439_2015-05-01_14_5,10,7.957520206522727
1439_2015-05-01_14_6,6,6.713840935591131
1439_2015-05-01_15_1,6,6.640016673705412
1439_2015-05-01_15_2,11,11.622320421239147
1439_2015-05-01_15_3,11,9.993775437776266
1439_2015-05-01_15_4,10,7.934420727971494
1439_2015-05-01_15_5,6,6.691550916955627
1439_2015-05-01_15_6,9,7.287539921561332
