,history,ys
1223_2015-05-01_0_1,33,28.31952285685237
1223_2015-05-01_0_2,31,18.80110644545953
1223_2015-05-01_0_3,9,15.184805332384437
1223_2015-05-01_0_4,13,14.812954572361289
1223_2015-05-01_0_5,3,13.889948469867601
1223_2015-05-01_0_6,18,21.095278444046148
1223_2015-05-01_1_1,31,21.730519925800113
1223_2015-05-01_1_2,9,17.51440856367408
1223_2015-05-01_1_3,13,16.936871324907074
1223_2015-05-01_1_4,3,15.943104974151737
1223_2015-05-01_1_5,18,23.123866635872503
1223_2015-05-01_1_6,16,24.493952988905846
1223_2015-05-01_2_1,9,22.740335433216288
1223_2015-05-01_2_2,13,20.77797358193488
1223_2015-05-01_2_3,3,19.309579512772043
1223_2015-05-01_2_4,18,26.32731390331771
1223_2015-05-01_2_5,16,27.641048518402897
1223_2015-05-01_2_6,16,26.936364752412764
1223_2015-05-01_3_1,13,13.574635485490326
1223_2015-05-01_3_2,3,14.34480973778168
1223_2015-05-01_3_3,18,22.129576335954273
1223_2015-05-01_3_4,16,23.706572198340524
1223_2015-05-01_3_5,16,23.092685717039625
1223_2015-05-01_3_6,14,18.14724406073254
1223_2015-05-01_4_1,3,14.059259982442981
1223_2015-05-01_4_2,18,21.943017533540615
1223_2015-05-01_4_3,16,23.55392679141705
1223_2015-05-01_4_4,16,22.951674836789298
1223_2015-05-01_4_5,14,18.010240642169773
1223_2015-05-01_4_6,4,14.798717690627857
1223_2015-05-01_5_1,18,16.668378635906148
1223_2015-05-01_5_2,16,20.260033827252062
1223_2015-05-01_5_3,16,20.336299166965766
1223_2015-05-01_5_4,14,15.62757317220209
1223_2015-05-01_5_5,4,12.49613801739929
1223_2015-05-01_5_6,8,12.245586073995032
1223_2015-05-01_6_1,16,20.87487622573755
1223_2015-05-01_6_2,16,20.705710910450343
1223_2015-05-01_6_3,14,15.912916863763591
1223_2015-05-01_6_4,4,12.752655023818274
1223_2015-05-01_6_5,8,12.492187964624453
1223_2015-05-01_6_6,9,14.358718074468287
1223_2015-05-01_7_1,16,18.513145074459594
1223_2015-05-01_7_2,14,14.638779241556847
1223_2015-05-01_7_3,4,11.793093673368979
1223_2015-05-01_7_4,8,11.64047843134296
1223_2015-05-01_7_5,9,13.544089500634934
1223_2015-05-01_7_6,8,14.961139796159305
1223_2015-05-01_8_1,14,13.532631075898685
1223_2015-05-01_8_2,4,11.168697938125227
1223_2015-05-01_8_3,8,11.181084589143023
1223_2015-05-01_8_4,9,13.141260277186904
1223_2015-05-01_8_5,8,14.577752423659298
1223_2015-05-01_8_6,4,15.97537455304826
1223_2015-05-01_9_1,4,11.370716576912507
1223_2015-05-01_9_2,8,11.29224876051559
1223_2015-05-01_9_3,9,13.221307315077334
1223_2015-05-01_9_4,8,14.647132963896698
1223_2015-05-01_9_5,4,16.041089703846147
1223_2015-05-01_9_6,10,14.690339815669116
1223_2015-05-01_10_1,8,8.154830335998579
1223_2015-05-01_10_2,9,11.533336578451456
1223_2015-05-01_10_3,8,13.455579765563268
1223_2015-05-01_10_4,4,15.019691611268746
1223_2015-05-01_10_5,10,13.72740467436084
1223_2015-05-01_10_6,8,12.633292538689178
1223_2015-05-01_11_1,9,11.46829337440922
1223_2015-05-01_11_2,8,13.421278802574754
1223_2015-05-01_11_3,4,14.995919325495771
1223_2015-05-01_11_4,10,13.707241131835318
1223_2015-05-01_11_5,8,12.614368842757715
1223_2015-05-01_11_6,15,17.18475648827256
1223_2015-05-01_12_1,8,12.396107792180437
1223_2015-05-01_12_2,4,14.464857554737671
1223_2015-05-01_12_3,10,13.345401586484897
1223_2015-05-01_12_4,8,12.310530264599874
1223_2015-05-01_12_5,15,16.900847254794197
1223_2015-05-01_12_6,7,19.706290645137244
1223_2015-05-01_13_1,4,12.657043200602795
1223_2015-05-01_13_2,10,12.423788592015843
1223_2015-05-01_13_3,8,11.692422625711716
1223_2015-05-01_13_4,15,16.38677028857548
1223_2015-05-01_13_5,7,19.227976112698585
1223_2015-05-01_13_6,16,19.877576672930438
1223_2015-05-01_14_1,10,8.894671484766059
1223_2015-05-01_14_2,8,9.919047773835926
1223_2015-05-01_14_3,15,15.214708933694713
1223_2015-05-01_14_4,7,18.262055927304445
1223_2015-05-01_14_5,16,18.982623840423333
1223_2015-05-01_14_6,15,18.738049938976204
1223_2015-05-01_15_1,8,10.366183265982084
1223_2015-05-01_15_2,15,15.436485639701262
1223_2015-05-01_15_3,7,18.40664684402074
1223_2015-05-01_15_4,16,19.1007416413885
1223_2015-05-01_15_5,15,18.847017012419858
1223_2015-05-01_15_6,31,22.463064458013978
1223_2015-05-01_16_1,15,14.485838583128263
1223_2015-05-01_16_2,7,17.940673730509644
1223_2015-05-01_16_3,16,18.80079551054588
1223_2015-05-01_16_4,15,18.60408945228503
1223_2015-05-01_16_5,31,22.2400651277109
1223_2015-05-01_16_6,77,27.325339631938707
1223_2015-05-01_17_1,7,18.145982720137553
1223_2015-05-01_17_2,16,18.900349430597597
1223_2015-05-01_17_3,15,18.6674011547184
1223_2015-05-01_17_4,31,22.290885102543413
1223_2015-05-01_17_5,77,27.371662214749144
1223_2015-05-01_17_6,63,34.940387665221834
1223_2015-05-01_18_1,16,14.474203485753954
1223_2015-05-01_18_2,15,16.54253155831185
1223_2015-05-01_18_3,31,20.955589411456298
1223_2015-05-01_18_4,77,26.311219620913857
1223_2015-05-01_18_5,63,33.98676419448013
1223_2015-05-01_18_6,49,42.14361127642592
1223_2015-05-01_19_1,15,17.145373264717062
1223_2015-05-01_19_2,31,21.24223480254197
1223_2015-05-01_19_3,77,26.489023737433094
1223_2015-05-01_19_4,63,34.125649819994884
1223_2015-05-01_19_5,49,42.264408914306514
1223_2015-05-01_19_6,33,33.057036823211234
1223_2015-05-01_20_1,31,20.39868711324678
1223_2015-05-01_20_2,77,26.091949211779287
1223_2015-05-01_20_3,63,33.883658548190425
1223_2015-05-01_20_4,49,42.08193310680148
1223_2015-05-01_20_5,33,32.892404612812356
1223_2015-05-01_20_6,16,21.76490656693663
1223_2015-05-01_21_1,77,30.238973638538077
1223_2015-05-01_21_2,63,35.81026949548726
1223_2015-05-01_21_3,49,43.21729135564685
1223_2015-05-01_21_4,33,33.77026578008342
1223_2015-05-01_21_5,16,22.55433725216441
1223_2015-05-01_21_6,8,15.30310529799549
1223_2015-05-01_22_1,63,53.97390855487072
1223_2015-05-01_22_2,49,51.448180234587326
1223_2015-05-01_22_3,33,38.676381262996344
1223_2015-05-01_22_4,16,26.32100432972917
1223_2015-05-01_22_5,8,18.67845478992805
1223_2015-05-01_22_6,8,17.28579969004136
1223_2015-05-01_23_1,49,54.90054196865854
1223_2015-05-01_23_2,33,40.24558328203052
1223_2015-05-01_23_3,16,27.245278908383256
1223_2015-05-01_23_4,8,19.381701556060023
1223_2015-05-01_23_5,8,17.913137721361533
1223_2015-05-01_23_6,5,11.731741947358309
1223_2015-05-02_0_1,33,37.98762248794597
1223_2015-05-02_0_2,16,26.234491268563545
1223_2015-05-02_0_3,8,18.79803729099146
1223_2015-05-02_0_4,8,17.47585888998898
1223_2015-05-02_0_5,5,11.344739889585515
1223_2015-05-02_0_6,6,14.940248982753108
1223_2015-05-02_1_1,16,24.325640791370354
1223_2015-05-02_1_2,8,17.943318865294934
1223_2015-05-02_1_3,8,16.982152371517383
1223_2015-05-02_1_4,5,10.974760753399142
1223_2015-05-02_1_5,6,14.612764540031598
1223_2015-05-02_1_6,12,16.329998224160512
1223_2015-05-02_2_1,8,14.7623731046842
1223_2015-05-02_2_2,8,15.562685910911545
1223_2015-05-02_2_3,5,10.158555334743873
1223_2015-05-02_2_4,6,14.003312763487887
1223_2015-05-02_2_5,12,15.79155857345822
1223_2015-05-02_2_6,20,17.735068573510475
1223_2015-05-02_3_1,8,12.983078847597328
1223_2015-05-02_3_2,5,9.011076559895908
1223_2015-05-02_3_3,6,13.346302297539864
1223_2015-05-02_3_4,12,15.30264613456569
1223_2015-05-02_3_5,20,17.303892969035896
1223_2015-05-02_3_6,23,17.84593495825665
1223_2015-05-02_4_1,5,7.112978346310733
1223_2015-05-02_4_2,6,12.504465101915383
1223_2015-05-02_4_3,12,14.82255318015583
1223_2015-05-02_4_4,20,16.947781611379845
1223_2015-05-02_4_5,23,17.532408835206176
1223_2015-05-02_4_6,27,18.59023911177401
1223_2015-05-02_5_1,6,11.70070077996707
1223_2015-05-02_5_2,12,14.467048804575425
1223_2015-05-02_5_3,20,16.74579608308568
1223_2015-05-02_5_4,23,17.38303973568854
1223_2015-05-02_5_5,27,18.45894321190105
1223_2015-05-02_5_6,23,18.718367288986
1223_2015-05-02_6_1,12,12.301255496733306
1223_2015-05-02_6_2,20,15.790316130421905
1223_2015-05-02_6_3,23,16.842065974564186
1223_2015-05-02_6_4,27,18.06003699425072
1223_2015-05-02_6_5,23,18.368261176039635
1223_2015-05-02_6_6,16,16.76819402738955
1223_2015-05-02_7_1,20,15.675997342147651
1223_2015-05-02_7_2,23,16.791752328471368
1223_2015-05-02_7_3,27,18.031643801227432
1223_2015-05-02_7_4,23,18.347381056848175
1223_2015-05-02_7_5,16,16.749894718470692
1223_2015-05-02_7_6,24,18.883100956728047
1223_2015-05-02_8_1,23,18.43082442708182
1223_2015-05-02_8_2,27,18.751423134346357
1223_2015-05-02_8_3,23,18.752320324989924
1223_2015-05-02_8_4,16,17.046923785295206
1223_2015-05-02_8_5,24,19.14306076699286
1223_2015-05-02_8_6,20,17.522157115173286
1223_2015-05-02_9_1,27,20.481686240165782
1223_2015-05-02_9_2,23,19.51056767740256
1223_2015-05-02_9_3,16,17.472273300281955
1223_2015-05-02_9_4,24,19.45430966661351
1223_2015-05-02_9_5,20,17.794208995792992
1223_2015-05-02_9_6,21,17.456875083840025
1223_2015-05-02_10_1,23,21.976617671747803
1223_2015-05-02_10_2,16,18.550866293222047
1223_2015-05-02_10_3,24,20.057721995878318
1223_2015-05-02_10_4,20,18.23475154643105
1223_2015-05-02_10_5,21,17.84146494810378
1223_2015-05-02_10_6,24,18.21696198379858
1223_2015-05-02_11_1,16,18.937700257098072
1223_2015-05-02_11_2,24,20.226607517530198
1223_2015-05-02_11_3,20,18.32899311599072
1223_2015-05-02_11_4,21,17.91012173923038
1223_2015-05-02_11_5,24,18.276828913794827
1223_2015-05-02_11_6,18,22.07170279496257
1223_2015-05-02_12_1,24,19.11707549930218
1223_2015-05-02_12_2,20,17.845410287103903
1223_2015-05-02_12_3,21,17.640917666680597
1223_2015-05-02_12_4,24,18.081105927057628
1223_2015-05-02_12_5,18,21.901226728967746
1223_2015-05-02_12_6,27,20.88711683400306
1223_2015-05-02_13_1,20,19.688225026915504
1223_2015-05-02_13_2,21,18.442823311668963
1223_2015-05-02_13_3,24,18.526513019862556
1223_2015-05-02_13_4,18,22.224436260464405
1223_2015-05-02_13_5,27,21.1683346873003
1223_2015-05-02_13_6,26,24.19436277118502
1223_2015-05-02_14_1,21,18.56040347067613
1223_2015-05-02_14_2,24,18.577602319384333
1223_2015-05-02_14_3,18,22.252753066161603
1223_2015-05-02_14_4,27,21.18884532235127
1223_2015-05-02_14_5,26,24.212189877906166
1223_2015-05-02_14_6,39,22.103831171167858
1223_2015-05-02_15_1,24,19.497039365483285
1223_2015-05-02_15_2,18,22.65169733588418
1223_2015-05-02_15_3,27,21.409522608561637
1223_2015-05-02_15_4,26,24.371751274006616
1223_2015-05-02_15_5,39,22.242361050443517
1223_2015-05-02_15_6,53,24.419814029714423
1223_2015-05-02_16_1,18,24.34771981777261
1223_2015-05-02_16_2,27,22.14446204058416
1223_2015-05-02_16_3,26,24.7775090201557
1223_2015-05-02_16_4,39,22.535225500823277
1223_2015-05-02_16_5,53,24.673718039512597
1223_2015-05-02_16_6,77,33.15587048707236
1223_2015-05-02_17_1,27,19.755019142957266
1223_2015-05-02_17_2,26,23.74338164076634
1223_2015-05-02_17_3,39,21.965361852407543
1223_2015-05-02_17_4,53,24.263225939671145
1223_2015-05-02_17_5,77,32.80081842406383
1223_2015-05-02_17_6,70,45.097530436202234
1223_2015-05-02_18_1,26,26.469054625824906
1223_2015-05-02_18_2,39,23.143563261742703
1223_2015-05-02_18_3,53,24.911172218799084
1223_2015-05-02_18_4,77,33.26625192673108
1223_2015-05-02_18_5,70,45.49805500706674
1223_2015-05-02_18_6,46,49.53285857715217
1223_2015-05-02_19_1,39,22.967194743351758
1223_2015-05-02_19_2,53,24.835034029135997
1223_2015-05-02_19_3,77,33.22448953491052
1223_2015-05-02_19_4,70,45.46821487153413
1223_2015-05-02_19_5,46,49.50752047726456
1223_2015-05-02_19_6,89,38.00123337588201
1223_2015-05-02_20_1,53,30.859915641096197
1223_2015-05-02_20_2,77,35.82109421912395
1223_2015-05-02_20_3,70,46.88592974878778
1223_2015-05-02_20_4,46,50.50733661027155
1223_2015-05-02_20_5,89,38.863536678381465
1223_2015-05-02_20_6,41,24.6868849113973
1223_2015-05-02_21_1,77,44.134254228927944
1223_2015-05-02_21_2,70,50.45797769963437
1223_2015-05-02_21_3,46,52.43559307484428
1223_2015-05-02_21_4,89,40.23891639074506
1223_2015-05-02_21_5,41,25.872293100654993
1223_2015-05-02_21_6,23,19.07663399258176
1223_2015-05-02_22_1,70,62.777518566575445
1223_2015-05-02_22_2,46,57.684791268872615
1223_2015-05-02_22_3,89,43.09248309549716
1223_2015-05-02_22_4,41,27.904684466024293
1223_2015-05-02_22_5,23,20.826853807918983
1223_2015-05-02_22_6,12,18.593971846767978
1223_2015-05-02_23_1,46,60.37557188516071
1223_2015-05-02_23_2,89,44.244037586584895
1223_2015-05-02_23_3,41,28.529061424873177
1223_2015-05-02_23_4,23,21.270520494618317
1223_2015-05-02_23_5,12,18.975538845273967
1223_2015-05-02_23_6,8,14.501722339563507
1223_2015-05-03_0_1,89,38.87018089532127
1223_2015-05-03_0_2,41,26.2373635843136
1223_2015-05-03_0_3,23,20.03446635813016
1223_2015-05-03_0_4,12,18.101366128800336
1223_2015-05-03_0_5,8,13.751926503066024
1223_2015-05-03_0_6,6,13.889126928093122
1223_2015-05-03_1_1,41,44.98312162202903
1223_2015-05-03_1_2,23,28.03443952623122
1223_2015-05-03_1_3,12,22.420911511232475
1223_2015-05-03_1_4,8,16.80981619059457
1223_2015-05-03_1_5,6,16.5134101957102
1223_2015-05-03_1_6,8,18.905223336195235
1223_2015-05-03_2_1,23,26.545165135045817
1223_2015-05-03_2_2,12,21.78552164945819
1223_2015-05-03_2_3,8,16.466882085008923
1223_2015-05-03_2_4,6,16.270730910051505
1223_2015-05-03_2_5,8,18.6970002587821
1223_2015-05-03_2_6,18,19.85455736276954
1223_2015-05-03_3_1,12,20.46015807794057
1223_2015-05-03_3_2,8,15.901571281492554
1223_2015-05-03_3_3,6,15.965738963172145
1223_2015-05-03_3_4,8,18.481247006365393
1223_2015-05-03_3_5,18,19.669474738767097
1223_2015-05-03_3_6,15,22.078369672295533
1223_2015-05-03_4_1,8,12.739094299895662
1223_2015-05-03_4_2,6,14.617171798357832
1223_2015-05-03_4_3,8,17.753947025068776
1223_2015-05-03_4_4,18,19.155149667215724
1223_2015-05-03_4_5,15,21.637243580407272
1223_2015-05-03_4_6,16,25.502810082177092
1223_2015-05-03_5_1,6,12.84585055483205
1223_2015-05-03_5_2,8,16.99878286700885
1223_2015-05-03_5_3,18,18.748021692507677
1223_2015-05-03_5_4,15,21.34942560200452
1223_2015-05-03_5_5,16,25.25599933160863
1223_2015-05-03_5_6,16,23.492557568110954
1223_2015-05-03_6_1,8,14.440284978599387
1223_2015-05-03_6_2,18,17.657502146961175
1223_2015-05-03_6_3,15,20.761693017438027
1223_2015-05-03_6_4,16,24.84062766759046
1223_2015-05-03_6_5,16,23.136427842374303
1223_2015-05-03_6_6,46,22.900667325573068
1223_2015-05-03_7_1,18,15.250808412120145
1223_2015-05-03_7_2,15,19.73609124441212
1223_2015-05-03_7_3,16,24.28805487775383
1223_2015-05-03_7_4,16,22.746015477236995
1223_2015-05-03_7_5,46,22.565991768865747
1223_2015-05-03_7_6,36,23.676047860761724
1223_2015-05-03_8_1,15,20.763353003911757
1223_2015-05-03_8_2,16,24.725731633080997
1223_2015-05-03_8_3,16,22.98175687634395
1223_2015-05-03_8_4,46,22.732506763838536
1223_2015-05-03_8_5,36,23.81876840447393
1223_2015-05-03_8_6,19,23.2944275463976
1223_2015-05-03_9_1,16,22.57238547153066
1223_2015-05-03_9_2,16,22.064469904232208
1223_2015-05-03_9_3,46,22.238576039567363
1223_2015-05-03_9_4,36,23.46997117190869
1223_2015-05-03_9_5,19,22.995516267868172
1223_2015-05-03_9_6,16,24.444276936999483
1223_2015-05-03_10_1,16,19.609047669026868
1223_2015-05-03_10_2,46,21.192794698472696
1223_2015-05-03_10_3,36,22.90699949793333
1223_2015-05-03_10_4,19,22.59806056107822
1223_2015-05-03_10_5,16,24.10371406037504
1223_2015-05-03_10_6,23,23.35388566598977
1223_2015-05-03_11_1,46,19.84457025822686
1223_2015-05-03_11_2,36,22.332877368611083
1223_2015-05-03_11_3,19,22.289073146159556
1223_2015-05-03_11_4,16,23.88562016004172
1223_2015-05-03_11_5,23,23.16703518649823
1223_2015-05-03_11_6,14,23.758396296765916
1223_2015-05-03_12_1,36,32.10299146624284
1223_2015-05-03_12_2,19,26.44887767419468
1223_2015-05-03_12_3,16,26.123856276921973
1223_2015-05-03_12_4,23,24.74651488019286
1223_2015-05-03_12_5,14,25.11143150517821
1223_2015-05-03_12_6,15,26.24469352218909
