,history,ys
1280_2015-05-01_0_1,121,89.422067363435
1280_2015-05-01_0_2,55,57.00719497591132
1280_2015-05-01_0_3,30,42.065010167582074
1280_2015-05-01_0_4,53,43.08538823806808
1280_2015-05-01_0_5,77,59.52191470215885
1280_2015-05-01_0_6,197,150.49296947372133
1280_2015-05-01_1_1,55,79.81134229251023
1280_2015-05-01_1_2,30,62.70145497601325
1280_2015-05-01_1_3,53,62.146608294699064
1280_2015-05-01_1_4,77,77.43803800615893
1280_2015-05-01_1_5,197,167.57618289262786
1280_2015-05-01_1_6,325,295.54558711362995
1280_2015-05-01_2_1,30,45.6612433612986
1280_2015-05-01_2_2,53,47.213236464247075
1280_2015-05-01_2_3,77,64.03548141583752
1280_2015-05-01_2_4,197,155.28628558612303
1280_2015-05-01_2_5,325,284.0648890838155
1280_2015-05-01_2_6,377,327.2800373319751
1280_2015-05-01_3_1,53,36.691068495272674
1280_2015-05-01_3_2,77,54.96988915396631
1280_2015-05-01_3_3,197,147.27901321415146
1280_2015-05-01_3_4,325,276.82684571272455
1280_2015-05-01_3_5,377,320.60144970758336
1280_2015-05-01_3_6,310,270.06913125308915
1280_2015-05-01_4_1,77,65.7582462454796
1280_2015-05-01_4_2,197,156.45604296209612
1280_2015-05-01_4_3,325,284.83309718356924
1280_2015-05-01_4_4,377,327.75669128988886
1280_2015-05-01_4_5,310,276.60536527171723
1280_2015-05-01_4_6,231,230.2009551845706
1280_2015-05-01_5_1,197,163.7995511508686
1280_2015-05-01_5_2,325,291.01362462550946
1280_2015-05-01_5_3,377,333.09216978788737
1280_2015-05-01_5_4,310,281.32654095179373
1280_2015-05-01_5_5,231,234.47521197713485
1280_2015-05-01_5_6,272,238.6644729405846
1280_2015-05-01_6_1,325,312.47346074063813
1280_2015-05-01_6_2,377,350.9888988706423
1280_2015-05-01_6_3,310,296.6340522999534
1280_2015-05-01_6_4,231,247.90024036641177
1280_2015-05-01_6_5,272,250.71956576888323
1280_2015-05-01_6_6,253,239.45007854770483
1280_2015-05-01_7_1,377,359.01296433644205
1280_2015-05-01_7_2,310,303.2727050791143
1280_2015-05-01_7_3,231,253.53204755003637
1280_2015-05-01_7_4,272,255.61920274872097
1280_2015-05-01_7_5,253,243.8166880025945
1280_2015-05-01_7_6,208,241.61391902879197
1280_2015-05-01_8_1,310,314.7050191276205
1280_2015-05-01_8_2,231,262.9244128918908
1280_2015-05-01_8_3,272,263.5288331828068
1280_2015-05-01_8_4,253,250.64779404928814
1280_2015-05-01_8_5,208,247.65944083503933
1280_2015-05-01_8_6,228,242.84195756726817
1280_2015-05-01_9_1,231,259.9542868248825
1280_2015-05-01_9_2,272,261.10382138984335
1280_2015-05-01_9_3,253,248.619072260238
1280_2015-05-01_9_4,208,245.91907938856588
1280_2015-05-01_9_5,228,241.31177816113
1280_2015-05-01_9_6,165,219.68057650477178
1280_2015-05-01_10_1,272,242.9355603450607
1280_2015-05-01_10_2,253,233.86767810099076
1280_2015-05-01_10_3,208,233.65231392865044
1280_2015-05-01_10_4,228,230.85380879279393
1280_2015-05-01_10_5,165,210.54219953085664
1280_2015-05-01_10_6,160,183.99288960580327
1280_2015-05-01_11_1,253,252.0075244846468
1280_2015-05-01_11_2,208,248.30665117875853
1280_2015-05-01_11_3,228,242.97277195875793
1280_2015-05-01_11_4,165,220.8142747251978
1280_2015-05-01_11_5,160,192.91599709432865
1280_2015-05-01_11_6,272,248.74690971743172
1280_2015-05-01_12_1,208,248.9230954773787
1280_2015-05-01_12_2,228,243.46848174160596
1280_2015-05-01_12_3,165,221.22212375352592
1280_2015-05-01_12_4,160,193.2597917626146
1280_2015-05-01_12_5,272,249.04384695653357
1280_2015-05-01_12_6,351,325.2785938288764
1280_2015-05-01_13_1,228,218.16207352925954
1280_2015-05-01_13_2,165,200.95867732816302
1280_2015-05-01_13_3,160,176.66829548760626
1280_2015-05-01_13_4,272,235.13224718858356
1280_2015-05-01_13_5,351,313.3313698359709
1280_2015-05-01_13_6,420,355.9414462994939
1280_2015-05-01_14_1,165,207.01763429976174
1280_2015-05-01_14_2,160,181.5004300337044
1280_2015-05-01_14_3,272,239.0704166207948
1280_2015-05-01_14_4,351,316.6161696728208
1280_2015-05-01_14_5,420,358.7460506740168
1280_2015-05-01_14_6,402,339.7827881304686
1280_2015-05-01_15_1,160,155.72163969821702
1280_2015-05-01_15_2,272,218.59037993955718
1280_2015-05-01_15_3,351,300.0011260535151
1280_2015-05-01_15_4,420,344.9611323890763
1280_2015-05-01_15_5,402,328.08517486393623
1280_2015-05-01_15_6,347,297.16394559072444
1280_2015-05-01_16_1,272,221.20559707676972
1280_2015-05-01_16_2,351,302.0709146076135
1280_2015-05-01_16_3,420,346.6325409375427
1280_2015-05-01_16_4,402,329.4641359982869
1280_2015-05-01_16_5,347,298.326212982036
1280_2015-05-01_16_6,345,293.95479406795226
1280_2015-05-01_17_1,351,333.00671313678873
1280_2015-05-01_17_2,420,371.0216771060726
1280_2015-05-01_17_3,402,349.0628771697902
1280_2015-05-01_17_4,347,314.39641372719666
1280_2015-05-01_17_5,345,307.39417700033783
1280_2015-05-01_17_6,294,297.2356142104257
1280_2015-05-01_18_1,420,381.93929736632083
1280_2015-05-01_18_2,402,357.6346731968727
1280_2015-05-01_18_3,347,321.2473979098659
1280_2015-05-01_18_4,345,312.9717561068559
1280_2015-05-01_18_5,294,301.8557821359069
1280_2015-05-01_18_6,333,283.6435839586859
1280_2015-05-01_19_1,402,380.6355111268165
1280_2015-05-01_19_2,347,339.2228639138184
1280_2015-05-01_19_3,345,327.24789718476944
1280_2015-05-01_19_4,294,313.3768323213822
1280_2015-05-01_19_5,333,293.0050079568938
1280_2015-05-01_19_6,185,186.11001867954158
1280_2015-05-01_20_1,347,352.07482171457434
1280_2015-05-01_20_2,345,337.23674443314235
1280_2015-05-01_20_3,294,321.2475537593299
1280_2015-05-01_20_4,333,299.2459596823693
1280_2015-05-01_20_5,185,191.3054315501532
1280_2015-05-01_20_6,122,135.35508142752175
1280_2015-05-01_21_1,345,334.20086816054976
1280_2015-05-01_21_2,294,318.90450529181396
1280_2015-05-01_21_3,333,297.428970155368
1280_2015-05-01_21_4,185,189.83383283023008
1280_2015-05-01_21_5,122,134.13435082049799
1280_2015-05-01_21_6,75,107.354303921784
1280_2015-05-01_22_1,294,325.3181765651284
1280_2015-05-01_22_2,333,302.30808379505777
1280_2015-05-01_22_3,185,193.6889219913525
1280_2015-05-01_22_4,122,137.24570288920975
1280_2015-05-01_22_5,75,109.92545411876257
1280_2015-05-01_22_6,93,91.67635786772662
1280_2015-05-01_23_1,333,283.975447357691
1280_2015-05-01_23_2,185,179.50664604718284
1280_2015-05-01_23_3,122,126.07766050492401
1280_2015-05-01_23_4,75,100.94662405785304
1280_2015-05-01_23_5,93,84.287644819048
1280_2015-05-01_23_6,54,68.14129298625232
1280_2015-05-02_0_1,185,208.7165886765571
1280_2015-05-02_0_2,122,148.57404573231685
1280_2015-05-02_0_3,75,118.56720349054255
1280_2015-05-02_0_4,93,98.36691877884495
1280_2015-05-02_0_5,54,79.64829173530731
1280_2015-05-02_0_6,67,100.59045912727993
1280_2015-05-02_1_1,122,134.43982868316212
1280_2015-05-02_1_2,75,107.65029918907463
1280_2015-05-02_1_3,93,89.7866097412324
1280_2015-05-02_1_4,54,72.76502732041567
1280_2015-05-02_1_5,67,94.9398247778567
1280_2015-05-02_1_6,117,142.58482666647785
1280_2015-05-02_2_1,75,100.23693063372762
1280_2015-05-02_2_2,93,84.06100896809629
1280_2015-05-02_2_3,54,68.26517966474924
1280_2015-05-02_2_4,67,91.33022916748479
1280_2015-05-02_2_5,117,139.6218566284653
1280_2015-05-02_2_6,183,198.38279867702354
1280_2015-05-02_3_1,93,69.02812202191318
1280_2015-05-02_3_2,54,56.660260846022936
1280_2015-05-02_3_3,67,82.21490429511476
1280_2015-05-02_3_4,117,132.31471025415738
1280_2015-05-02_3_5,183,192.3890209710059
1280_2015-05-02_3_6,210,212.72489844231436
1280_2015-05-02_4_1,54,70.93250386696852
1280_2015-05-02_4_2,67,93.22698577954077
1280_2015-05-02_4_3,117,140.95905642662564
1280_2015-05-02_4_4,183,199.31367633290796
1280_2015-05-02_4_5,210,218.40043348464022
1280_2015-05-02_4_6,236,238.85450142362868
1280_2015-05-02_5_1,67,83.15063035418535
1280_2015-05-02_5_2,117,133.18824116644436
1280_2015-05-02_5_3,183,193.21730238248884
1280_2015-05-02_5_4,210,213.520226825868
1280_2015-05-02_5_5,236,234.85769812114134
1280_2015-05-02_5_6,230,260.7961550811829
1280_2015-05-02_6_1,117,123.58151747700539
1280_2015-05-02_6_2,183,185.81211984909632
1280_2015-05-02_6_3,210,207.7139704930819
1280_2015-05-02_6_4,236,230.2127839229067
1280_2015-05-02_6_5,230,256.99485123163555
1280_2015-05-02_6_6,239,272.84228114354926
1280_2015-05-02_7_1,183,181.89897051045068
1280_2015-05-02_7_2,210,204.6989160397523
