,history,ys
2069_2015-05-01_0_1,6,-3.8752345959305265
2069_2015-05-01_0_2,0,-8.556319871260206
2069_2015-05-01_0_3,0,-9.457986169918396
2069_2015-05-01_0_4,0,-9.71306473805523
2069_2015-05-01_0_5,0,-7.381617473272064
2069_2015-05-01_0_6,21,-0.5453952394552674
2069_2015-05-01_1_1,0,-8.556319871340932
2069_2015-05-01_1_2,0,-9.457986169961531
2069_2015-05-01_1_3,0,-9.713064738127258
2069_2015-05-01_1_4,0,-7.381617473340808
2069_2015-05-01_1_5,21,-0.5453952394970385
2069_2015-05-01_1_6,12,-0.8397121793940471
2069_2015-05-01_2_1,0,-9.457986170030926
2069_2015-05-01_2_2,0,-9.713064738164261
2069_2015-05-01_2_3,0,-7.38161747340267
2069_2015-05-01_2_4,21,-0.5453952395562284
2069_2015-05-01_2_5,12,-0.8397121794301503
2069_2015-05-01_2_6,8,-2.2313042399487792
2069_2015-05-01_3_1,0,-9.713064738240972
2069_2015-05-01_3_2,0,-7.381617473443567
2069_2015-05-01_3_3,21,-0.5453952396246083
2069_2015-05-01_3_4,12,-0.83971217949558
2069_2015-05-01_3_5,8,-2.2313042399886855
2069_2015-05-01_3_6,4,-3.1509280698306754
2069_2015-05-01_4_1,0,-7.381617473522342
2069_2015-05-01_4_2,21,-0.5453952396666141
2069_2015-05-01_4_3,12,-0.8397121795658056
2069_2015-05-01_4_4,8,-2.231304240055879
2069_2015-05-01_4_5,4,-3.1509280698716626
2069_2015-05-01_4_6,4,-3.7176397687067526
2069_2015-05-01_5_1,21,-0.5453952397264835
2069_2015-05-01_5_2,12,-0.8397121795977268
2069_2015-05-01_5_3,8,-2.2313042401092504
2069_2015-05-01_5_4,4,-3.150928069922734
2069_2015-05-01_5_5,4,-3.7176397687378997
2069_2015-05-01_5_6,3,-2.3656359020352506
2069_2015-05-01_6_1,12,-0.8397121797724764
2069_2015-05-01_6_2,8,-2.2313042402024315
2069_2015-05-01_6_3,4,-3.1509280700785003
2069_2015-05-01_6_4,4,-3.717639768886955
2069_2015-05-01_6_5,3,-2.3656359021261686
2069_2015-05-01_6_6,9,-1.9715613782135333
2069_2015-05-01_7_1,8,-2.23130424030657
