,history,ys
1334_2015-05-01_0_1,72,64.77666099112969
1334_2015-05-01_0_2,26,15.950211140095519
1334_2015-05-01_0_3,17,-6.98318349897562
1334_2015-05-01_0_4,28,-6.852102856403803
1334_2015-05-01_0_5,84,32.86727742926337
1334_2015-05-01_0_6,275,187.2282437166626
1334_2015-05-01_1_1,26,21.970351025868354
1334_2015-05-01_1_2,17,-1.7116467448683466
1334_2015-05-01_1_3,28,-2.1160254810987453
1334_2015-05-01_1_4,84,37.219988975852516
1334_2015-05-01_1_5,275,191.3060898997418
1334_2015-05-01_1_6,717,493.83299054461406
1334_2015-05-01_2_1,17,1.5816706611065001
1334_2015-05-01_2_2,28,0.7145044549062618
1334_2015-05-01_2_3,84,39.71957001637696
1334_2015-05-01_2_4,275,193.5687933401318
1334_2015-05-01_2_5,717,495.92591824474204
1334_2015-05-01_2_6,868,622.9282729398807
1334_2015-05-01_3_1,28,13.140449895154745
1334_2015-05-01_3_2,84,50.2529923829718
1334_2015-05-01_3_3,275,202.7489577720472
1334_2015-05-01_3_4,717,504.1375837998055
1334_2015-05-01_3_5,868,630.4458577280415
1334_2015-05-01_3_6,792,574.3334480175097
1334_2015-05-01_4_1,84,62.093973445623135
1334_2015-05-01_4_2,275,212.6722592524583
1334_2015-05-01_4_3,717,512.6896724130886
1334_2015-05-01_4_4,868,638.0165976937271
1334_2015-05-01_4_5,792,581.2008529843222
1334_2015-05-01_4_6,685,579.2800328800007
1334_2015-05-01_5_1,275,229.96648227129592
1334_2015-05-01_5_2,717,527.0440962989398
1334_2015-05-01_5_3,868,650.268897681133
1334_2015-05-01_5_4,792,591.9485832233197
1334_2015-05-01_5_5,685,588.949219673471
1334_2015-05-01_5_6,770,621.3837430446638
1334_2015-05-01_6_1,717,562.3213233206667
1334_2015-05-01_6_2,868,679.310442160219
1334_2015-05-01_6_3,792,616.5309338886524
1334_2015-05-01_6_4,685,610.3394488312026
1334_2015-05-01_6_5,770,640.4849552696476
1334_2015-05-01_6_6,786,663.0117903692258
1334_2015-05-01_7_1,868,799.6841458048766
1334_2015-05-01_7_2,792,714.9317422076175
1334_2015-05-01_7_3,685,693.0253637479265
1334_2015-05-01_7_4,770,711.9186276807844
1334_2015-05-01_7_5,786,726.3727970797902
1334_2015-05-01_7_6,736,721.1754666702507
1334_2015-05-01_8_1,792,767.7981219332775
1334_2015-05-01_8_2,685,735.9784540717973
1334_2015-05-01_8_3,770,747.7805761726917
1334_2015-05-01_8_4,786,757.1556136644874
1334_2015-05-01_8_5,736,748.3119879015507
1334_2015-05-01_8_6,871,803.0868471669012
1334_2015-05-01_9_1,685,754.616331893758
1334_2015-05-01_9_2,770,762.8428202355934
1334_2015-05-01_9_3,786,769.6595518931471
1334_2015-05-01_9_4,736,758.9826759348671
1334_2015-05-01_9_5,871,812.4402999732008
1334_2015-05-01_9_6,891,822.0678510189919
1334_2015-05-01_10_1,770,709.4582126637044
1334_2015-05-01_10_2,786,726.7200762776209
1334_2015-05-01_10_3,736,723.5188324755363
1334_2015-05-01_10_4,871,782.3366060003666
1334_2015-05-01_10_5,891,795.8199964356227
1334_2015-05-01_10_6,719,676.6593096245172
1334_2015-05-01_11_1,786,772.9724410720486
1334_2015-05-01_11_2,736,760.5646661865256
1334_2015-05-01_11_3,871,812.7905834292885
1334_2015-05-01_11_4,891,821.5437783375821
1334_2015-05-01_11_5,719,698.9752508456654
1334_2015-05-01_11_6,905,772.4380009240292
1334_2015-05-01_12_1,736,770.4841308611248
1334_2015-05-01_12_2,871,820.7052056443472
1334_2015-05-01_12_3,891,828.0221625659188
1334_2015-05-01_12_4,719,704.4219451059005
1334_2015-05-01_12_5,905,777.1399367541519
1334_2015-05-01_12_6,1000,827.6055045868388
1334_2015-05-01_13_1,871,794.5278729100046
1334_2015-05-01_13_2,891,807.2092233170895
1334_2015-05-01_13_3,719,687.4547209721263
1334_2015-05-01_13_4,905,762.9389993203399
1334_2015-05-01_13_5,1000,815.4067623836588
1334_2015-05-01_13_6,892,730.7455022579221
1334_2015-05-01_14_1,891,865.0972749706065
1334_2015-05-01_14_2,719,733.3270256691467
1334_2015-05-01_14_3,905,800.1890519317338
1334_2015-05-01_14_4,1000,846.4433210151259
1334_2015-05-01_14_5,892,757.2691023355137
1334_2015-05-01_14_6,728,637.4805009625986
1334_2015-05-01_15_1,719,752.882737536438
1334_2015-05-01_15_2,905,815.6355818958967
