,history,ys
1177_2015-05-01_0_1,489,395.35174435889496
1177_2015-05-01_0_2,329,242.724431867338
1177_2015-05-01_0_3,231,108.87650097710258
1177_2015-05-01_0_4,127,0.6299267490605587
1177_2015-05-01_0_5,64,-84.07976660931432
1177_2015-05-01_0_6,75,-79.06550875752525
1177_2015-05-01_1_1,329,318.99317864276264
1177_2015-05-01_1_2,231,171.76937038825685
1177_2015-05-01_1_3,127,53.216782476099354
1177_2015-05-01_1_4,64,-39.44488257862989
1177_2015-05-01_1_5,75,-40.5774059193721
1177_2015-05-01_1_6,158,-11.324847585966552
1177_2015-05-01_2_1,231,179.90174207850438
1177_2015-05-01_2_2,127,59.90662934815592
1177_2015-05-01_2_3,64,-33.86639915962539
1177_2015-05-01_2_4,75,-35.85637375528617
1177_2015-05-01_2_5,158,-7.2665905159282715
1177_2015-05-01_2_6,187,8.769944711616162
1177_2015-05-01_3_1,127,101.35328838420935
1177_2015-05-01_3_2,64,0.15303847750274713
1177_2015-05-01_3_3,75,-7.558847277327487
1177_2015-05-01_3_4,158,16.61636978522671
1177_2015-05-01_3_5,187,29.240479907538898
1177_2015-05-01_3_6,200,36.77604940881018
1177_2015-05-01_4_1,64,20.91901143689614
1177_2015-05-01_4_2,75,9.451325152946623
1177_2015-05-01_4_3,158,30.733089429096566
1177_2015-05-01_4_4,187,41.1247503409523
1177_2015-05-01_4_5,200,46.93443771030316
1177_2015-05-01_4_6,193,27.29302013639115
1177_2015-05-01_5_1,75,44.27756285482505
1177_2015-05-01_5_2,158,59.20714383381497
1177_2015-05-01_5_3,187,64.70491991175861
1177_2015-05-01_5_4,200,66.7383344575219
1177_2015-05-01_5_5,193,44.1768905059581
1177_2015-05-01_5_6,144,36.07616813216097
1177_2015-05-01_6_1,158,84.00588532359566
1177_2015-05-01_6_2,187,84.94511226440493
1177_2015-05-01_6_3,200,83.46621341670904
1177_2015-05-01_6_4,193,58.194101689712554
1177_2015-05-01_6_5,144,47.99666931667451
1177_2015-05-01_6_6,178,55.17239699009359
1177_2015-05-01_7_1,187,144.58921672256537
1177_2015-05-01_7_2,200,132.06660977869768
1177_2015-05-01_7_3,193,98.28431602544894
1177_2015-05-01_7_4,144,81.51743856526411
1177_2015-05-01_7_5,178,83.60944061372119
1177_2015-05-01_7_6,166,86.04837783355332
1177_2015-05-01_8_1,200,166.20769404070967
1177_2015-05-01_8_2,193,126.06041882613577
1177_2015-05-01_8_3,144,104.38781397141193
1177_2015-05-01_8_4,178,102.69155538022126
1177_2015-05-01_8_5,166,102.19724727899565
1177_2015-05-01_8_6,202,107.79481799497778
1177_2015-05-01_9_1,193,153.2294992622427
1177_2015-05-01_9_2,144,126.45841562412338
1177_2015-05-01_9_3,178,120.83155122754762
