,history,ys
1075_2015-05-01_0_1,18,-5.707879113311968
1075_2015-05-01_0_2,10,-22.73330173831124
1075_2015-05-01_0_3,9,-33.31335610983649
1075_2015-05-01_0_4,5,-36.97186641574261
1075_2015-05-01_0_5,10,-37.0419236457427
1075_2015-05-01_0_6,17,-25.000651826799523
1075_2015-05-01_1_1,10,-9.329033152657061
1075_2015-05-01_1_2,9,-22.483149526056515
1075_2015-05-01_1_3,5,-27.928710143748344
1075_2015-05-01_1_4,10,-29.24238888655774
1075_2015-05-01_1_5,17,-18.069272146753864
1075_2015-05-01_1_6,37,0.09767582956216359
1075_2015-05-01_2_1,9,-11.91516696574211
1075_2015-05-01_2_2,5,-19.552305805114727
1075_2015-05-01_2_3,10,-22.386450455826072
1075_2015-05-01_2_4,17,-12.27060072531771
1075_2015-05-01_2_5,37,5.158881483100799
1075_2015-05-01_2_6,78,30.237032745879883
1075_2015-05-01_3_1,5,-8.24715767807993
1075_2015-05-01_3_2,10,-13.505659218175865
1075_2015-05-01_3_3,17,-5.071416124435331
1075_2015-05-01_3_4,37,11.188991940199756
1075_2015-05-01_3_5,78,35.451797939690614
1075_2015-05-01_3_6,75,30.64685686795805
1075_2015-05-01_4_1,10,-6.3966787223890265
1075_2015-05-01_4_2,17,0.4785588294395282
1075_2015-05-01_4_3,37,15.657676233904866
1075_2015-05-01_4_4,78,39.16877837096543
1075_2015-05-01_4_5,75,33.839526647273416
1075_2015-05-01_4_6,61,29.594501953140373
1075_2015-05-01_5_1,17,9.226564819123226
1075_2015-05-01_5_2,37,22.451964189617087
1075_2015-05-01_5_3,78,44.608008356594084
1075_2015-05-01_5_4,75,38.33664959778442
1075_2015-05-01_5_5,61,33.43432379629799
1075_2015-05-01_5_6,89,47.37313952151018
1075_2015-05-01_6_1,37,26.57824446779832
1075_2015-05-01_6_2,78,47.798060054171806
1075_2015-05-01_6_3,75,40.877304709565934
1075_2015-05-01_6_4,61,35.52339183107419
1075_2015-05-01_6_5,89,49.14698608600729
1075_2015-05-01_6_6,133,68.33429801929492
1075_2015-05-01_7_1,78,53.3050302331163
1075_2015-05-01_7_2,75,45.117066986292166
1075_2015-05-01_7_3,61,38.88404886790973
1075_2015-05-01_7_4,89,51.89611085262898
1075_2015-05-01_7_5,133,70.65624410842483
1075_2015-05-01_7_6,115,69.7667548180447
1075_2015-05-01_8_1,75,58.112519540386174
1075_2015-05-01_8_2,61,48.850871341572876
1075_2015-05-01_8_3,89,59.76137242276108
1075_2015-05-01_8_4,133,77.05886459543423
1075_2015-05-01_8_5,115,75.146606671397
1075_2015-05-01_8_6,129,80.29459175981279
1075_2015-05-01_9_1,61,57.704213586986896
1075_2015-05-01_9_2,89,66.52725388785532
1075_2015-05-01_9_3,133,82.37576228819619
1075_2015-05-01_9_4,115,79.45432949305808
1075_2015-05-01_9_5,129,83.89562183427347
1075_2015-05-01_9_6,93,78.66270663117966
1075_2015-05-01_10_1,89,68.24903197168305
1075_2015-05-01_10_2,133,83.68715132185453
1075_2015-05-01_10_3,115,80.48071448018078
1075_2015-05-01_10_4,129,84.72331476395861
1075_2015-05-01_10_5,93,79.35098583518193
1075_2015-05-01_10_6,67,57.89173184046791
1075_2015-05-01_11_1,133,94.4919666563386
1075_2015-05-01_11_2,115,88.68353197631708
1075_2015-05-01_11_3,129,91.11790035972237
1075_2015-05-01_11_4,93,84.4832387212399
1075_2015-05-01_11_5,67,62.13583681003088
1075_2015-05-01_11_6,81,73.0748063187916
1075_2015-05-01_12_1,115,108.67034726395639
1075_2015-05-01_12_2,129,106.24301517803906
1075_2015-05-01_12_3,93,96.22660378323594
1075_2015-05-01_12_4,67,71.51392957537325
1075_2015-05-01_12_5,81,80.78243993825318
1075_2015-05-01_12_6,131,96.21112692358209
1075_2015-05-01_13_1,129,109.51792969315343
1075_2015-05-01_13_2,93,98.69683221521093
1075_2015-05-01_13_3,67,73.42369176175312
1075_2015-05-01_13_4,81,82.2991602116527
1075_2015-05-01_13_5,131,97.44879322144084
1075_2015-05-01_13_6,134,89.59143731062156
1075_2015-05-01_14_1,93,108.74413371917439
1075_2015-05-01_14_2,67,80.97598903533692
1075_2015-05-01_14_3,81,88.11043242579188
1075_2015-05-01_14_4,131,102.0345233278573
1075_2015-05-01_14_5,134,93.30053723232852
1075_2015-05-01_14_6,93,83.2844314150685
1075_2015-05-01_15_1,67,72.88453243753852
1075_2015-05-01_15_2,81,82.05190879672207
1075_2015-05-01_15_3,131,97.39843683864125
